business_name,city,state,total_reviews,avg_stars,positive_review_ratio,doctor_care_score,staff_behavior_score,billing_cost_score,wait_time_score,communication_score,cleanliness_facility_score
"Genesis OB Gyn, PC",Tucson,AZ,42,2.17,28.57,-0.2857,-0.2381,-0.1667,-0.3333,-0.3333,-0.2143
Genesis OB/GYN Northwest,Tucson,AZ,23,2.61,34.78,-0.3478,-0.1304,-0.2609,-0.2609,-0.2174,-0.2174
Genesis Weight and Age Management,Nashville,TN,30,2.9,46.67,-0.0333,0.0667,-0.1,-0.2,-0.2333,-0.3
Gentle Dental Broadway,Tucson,AZ,29,3.45,58.62,0.0345,0.3448,-0.1034,0.0,0.0345,0.3448
Gentle Dental Reno,Reno,NV,41,2.27,29.27,-0.0732,-0.1951,-0.2927,-0.2683,-0.3415,-0.3171
Gentle Dental Reno South,Reno,NV,44,2.98,45.45,-0.1818,0.0909,-0.1818,-0.2045,-0.1818,0.0
Gentle Dental Santa Barbara,Santa Barbara,CA,59,2.05,25.42,-0.1864,-0.2373,-0.322,-0.2881,-0.322,-0.322
Gentle Dental of Center City,Philadelphia,PA,59,1.71,15.25,-0.2373,-0.3559,-0.3729,-0.3729,-0.3898,-0.4746
Gentle Dental of West Chester,West Chester,PA,23,2.7,43.48,-0.087,0.087,-0.1304,-0.2174,-0.2174,-0.2174
"Gerald Regni, DMD",Philadelphia,PA,29,2.17,31.03,-0.1379,0.0345,-0.2414,0.0,-0.2414,-0.2414
Get Fitness,Largo,FL,44,3.02,50.0,-0.0909,0.1136,-0.1136,0.0,-0.1136,0.0
Gold Skin Care Center,Nashville,TN,54,2.93,44.44,-0.1481,-0.0926,-0.1296,-0.1481,-0.1296,-0.2037
Golden Massage Spa,Meridian,ID,22,4.27,72.73,0.0909,0.1818,0.0455,0.1364,0.0909,0.1364
Goleta Dental Care,Goleta,CA,26,2.62,34.62,-0.1154,-0.1923,-0.1923,-0.0769,-0.3077,-0.1923
Goleta Valley Cottage Hospital,Santa Barbara,CA,28,2.86,46.43,0.0,0.0357,0.0,-0.0714,-0.1429,0.1429
Good Shepherd Penn Partners,Bryn Mawr,PA,29,2.0,27.59,-0.1724,-0.069,-0.4828,-0.1034,-0.2414,-0.1724
Goodlettsville Family Dental,Goodlettsville,TN,20,4.4,85.0,0.3,0.5,-0.05,-0.05,0.2,0.2
Grand View Health,Sellersville,PA,37,2.3,35.14,-0.2432,-0.027,-0.1892,-0.1892,-0.2973,-0.1351
Grateful Plate,Philadelphia,PA,25,5.0,100.0,0.08,0.08,0.08,0.68,0.16,0.2
Graves Vaughan MD,Philadelphia,PA,25,1.0,0.0,-0.68,-0.76,-0.44,-0.92,-0.4,-0.6
Great Basin Orthopaedic,Reno,NV,62,3.68,64.52,0.1129,0.2903,-0.0484,0.0161,-0.0161,0.0645
Great Expressions Dental Centers - Feather Sound,Saint Petersburg,FL,24,1.62,12.5,-0.1667,-0.25,-0.5417,-0.2917,-0.2917,-0.4167
Great Expressions Dental Centers - Riverview,Riverview,FL,24,1.42,8.33,-0.2917,-0.4583,-0.4167,-0.2917,-0.6667,-0.4167
Great Grins Children's Dentistry,Tucson,AZ,20,4.75,95.0,0.25,0.65,0.05,0.15,0.2,0.6
Green City Beauty,Philadelphia,PA,39,4.95,100.0,0.2308,0.2051,0.1026,0.3077,0.1795,0.3846
Green Hills Smiles,Nashville,TN,28,3.79,67.86,0.1071,0.3571,-0.0357,-0.1071,0.0357,0.1429
Green Life Spa,Exton,PA,36,3.64,66.67,-0.0278,0.1111,0.0278,-0.0278,-0.0556,0.0833
Green Touch Reflexology,Tucson,AZ,21,4.43,85.71,0.0952,0.1905,0.2857,0.0,0.0,0.1905
Greenberg Dental & Orthodontics,Tampa,FL,21,2.1,23.81,-0.3333,-0.381,-0.2381,-0.2857,-0.2857,-0.3333
Greenberg Dental and Orthodontics,Tampa,FL,32,3.34,59.38,-0.0312,0.1562,0.0625,0.0312,0.2188,0.0625
Greenroots Cafe,Tampa,FL,21,3.95,76.19,0.0,0.3333,0.0952,0.0476,0.0476,0.0476
Greenspring Rejuvenation,Tucson,AZ,123,3.72,68.29,0.0732,0.2683,0.0,0.0163,-0.0163,0.1138
Greentoes North,Tucson,AZ,29,4.45,82.76,0.2069,0.4483,0.069,0.1724,0.0345,0.3103
"Gregg Welsh, Oral & Maxillofacial Surgery",Santa Barbara,CA,23,3.0,52.17,-0.2609,0.0435,-0.1304,-0.1739,-0.0435,-0.087
Grey Nuns Community Hospital,Edmonton,AB,30,2.43,36.67,-0.2333,-0.1333,0.0,-0.1667,-0.3,-0.0333
Grin Dentistry,Fishers,IN,24,4.12,79.17,0.375,0.5,0.0,0.0417,0.125,0.1667
GrowHealthy - Brandon,Brandon,FL,36,3.81,66.67,0.0278,0.25,0.0556,0.0,-0.0278,0.0556
GymMatrix,New Orleans,LA,21,4.52,90.48,0.0476,0.5714,0.2857,0.3333,0.0952,0.619
Gynecology Specialists of Philadelphia,Philadelphia,PA,46,3.46,60.87,0.1087,0.1957,-0.1522,0.0217,0.0652,0.1087
Gynecology Specialists of Philadelphia,Philadephia,PA,37,3.3,51.35,0.0811,0.0811,-0.0541,0.027,0.0811,-0.027
HAPPY Nails & Spa,Doylestown,PA,36,2.47,30.56,-0.0278,-0.2222,-0.0833,-0.2778,-0.1111,-0.1389
HCA Florida Brandon Hospital,Brandon,FL,134,1.93,20.9,-0.3806,-0.3284,-0.2463,-0.4328,-0.291,-0.3806
HCA Florida South Tampa Hospital,Tampa,FL,38,2.79,44.74,-0.0789,0.1579,-0.3158,-0.2368,-0.1579,0.1316
HCC Medical Insurance Services,Indianapolis,IN,68,1.04,1.47,-0.4853,-0.0735,-0.8529,-0.1912,-0.1765,-0.0735
HCI Alternatives,Collinsville,IL,49,2.57,36.73,-0.0408,-0.0204,-0.0816,-0.2857,-0.0816,-0.0408
HOTBOX Fitness,Nashville,TN,52,4.42,88.46,0.0192,0.4808,0.0769,0.0769,0.1154,0.2308
Hahnemann University Hospital,Philadelphia,PA,49,1.88,20.41,-0.2041,-0.2653,-0.2449,-0.3265,-0.2449,-0.2653
Halcyon Floats,Philadelphia,PA,67,4.46,85.07,0.0746,0.3582,0.1194,0.1791,0.1642,0.4328
Hall and Wrye Plastic Surgeons,Reno,NV,46,3.83,67.39,0.1957,0.3261,0.0217,0.1522,0.0652,0.1522
Hand & Stone Massage and Facial Spa,Blue Bell,PA,29,2.55,34.48,0.0345,-0.0345,-0.3103,-0.1724,-0.2759,-0.0345
Hand & Stone Massage and Facial Spa,Cherry Hill,NJ,55,3.2,52.73,0.0545,-0.0364,-0.0727,-0.0364,-0.0545,-0.0364
Hand & Stone Massage and Facial Spa,Philadelphia,PA,21,2.43,38.1,-0.0476,0.1905,-0.3333,-0.0952,-0.1905,0.0476
Hand & Stone Massage and Facial Spa,St. Petersburg,FL,62,3.77,70.97,0.0806,0.2581,0.0484,0.0323,0.0323,0.1452
Handcrafted Healing,Saint Petersburg,FL,28,5.0,100.0,0.2143,0.4643,0.1786,0.25,0.1429,0.1786
Happy Feet Chinese Reflexology,Tucson,AZ,58,4.29,79.31,0.1034,0.0862,0.1379,0.1379,0.0345,0.0862
Happy Feet Day Spa,Brentwood,MO,23,3.61,56.52,0.0,0.1739,0.1739,-0.0435,-0.087,0.087
Happy Feet Foot & Body Massage,Fishers,IN,24,3.62,66.67,0.0,0.2083,0.125,0.0417,0.0,0.2917
Happy Foot Spa,Tampa,FL,60,4.12,80.0,0.0333,0.1333,0.1667,0.15,0.0,0.3333
Harmony Eco Spa,Saint Petersburg,FL,28,4.39,85.71,0.0357,0.2143,0.0714,0.0714,0.0714,0.0357
Harmony Mental Health Services,Philadelphia,PA,29,1.24,0.0,-0.5862,-0.5172,-0.3448,-0.3448,-0.5172,-0.3448
Harmony Spa,Newark,DE,47,3.72,70.21,-0.0213,0.1277,0.0,0.0,-0.0638,0.0851
Harmony Wellness Center,Saint Louis,MO,76,2.22,27.63,-0.0921,-0.2237,-0.1316,-0.2895,-0.2237,-0.1184
"Harold Farber, MD",Philadelphia,PA,31,1.94,19.35,-0.3548,-0.1613,-0.3226,-0.4194,-0.2581,-0.3226
Harvest HOC of Tucson Dispensary,Tucson,AZ,56,2.45,32.14,-0.0893,-0.125,-0.1607,-0.125,-0.0179,-0.0536
Hashani Spa,Tucson,AZ,21,3.9,71.43,0.1905,0.2857,0.0,0.1905,0.0952,0.381
Hatboro Medical Associates,Hatboro,PA,22,2.91,40.91,-0.1364,-0.0455,-0.0909,-0.1364,-0.1818,-0.1364
Healing Hands Massage,Media,PA,26,4.23,80.77,0.0769,0.1154,-0.0385,0.0,0.0,0.1538
Healing Hands Therapy,Philadelphia,PA,55,4.64,92.73,0.0727,0.2,0.1273,0.1636,0.0,0.1818
Healing Hands of Newtown,Newtown,PA,27,4.07,74.07,0.1481,0.2963,0.037,0.1111,0.1481,0.2593
Healing One,Reno,NV,53,4.85,96.23,0.0566,0.566,0.0566,0.2453,0.2453,0.5283
Healing Wizdom Salon & Spa,Reno,NV,188,4.68,94.15,0.1968,0.383,0.1809,0.133,0.1383,0.1277
Health & Psychiatry,Oldsmar,FL,21,1.57,9.52,-0.5714,-0.3333,-0.381,-0.4762,-0.2381,-0.4286
Health Advocate,Plymouth Meeting,PA,24,1.71,12.5,-0.1667,-0.1667,-0.4167,-0.3333,-0.3333,-0.0833
"Health Benefits Associates, Inc",Reno,NV,32,5.0,100.0,0.375,0.5938,0.75,0.0625,0.4688,0.125
Health Grad Advantage,Philadelphia,PA,42,5.0,100.0,0.4286,0.4762,0.0952,0.119,0.5476,0.0476
Health and MedSpa,Oldsmar,FL,22,3.5,63.64,0.1364,0.2273,-0.0909,0.0909,0.0,0.2273
Healthy Asian Massage,Tucson,AZ,54,4.19,79.63,0.0741,0.1667,0.1296,0.0741,0.0741,0.2037
Healthy Habits Nutrition,Florissant,MO,24,4.12,79.17,0.0417,0.0,0.0,-0.0417,-0.0417,0.1667
Healthy Smiles Dentistry,Reno,NV,56,4.61,89.29,0.3393,0.6071,0.1786,0.2679,0.1786,0.5893
HealthySkin Medical & Cosmetic Dermatology,Tucson,AZ,53,3.62,64.15,0.1132,0.2075,-0.1321,0.0566,0.0,0.1132
Heath Montgomery DMD,SANTA BARBARA,CA,20,4.2,80.0,0.2,0.4,0.15,0.0,0.35,0.3
Heather Brown Face and Body Studio,Fishers,IN,59,4.81,94.92,0.2373,0.3559,0.1356,0.2034,0.2203,0.1525
Heavenly Feet Reflexology,Tucson,AZ,34,3.74,67.65,0.0882,0.0294,0.1765,0.0294,-0.0882,0.0294
Heavenly Spa,East Norriton,PA,77,4.73,92.21,0.1558,0.1299,0.1688,0.0779,0.026,0.2078
"Helene M Koch, DO",Bala Cynwyd,PA,26,2.42,34.62,-0.2308,-0.1923,-0.2692,-0.1538,0.0385,-0.4231
Herbaria,Saint Louis,MO,33,4.85,93.94,0.0909,0.3333,0.1818,0.0909,0.1212,0.1818
Herculean Meal Prep,Indianapolis,IN,26,4.54,88.46,0.0,0.0,0.0385,0.0769,-0.0385,0.1923
Heritage Medical Associates,Nashville,TN,34,2.29,29.41,-0.1765,-0.1765,-0.3235,-0.1176,-0.3824,-0.3529
High Desert Endodontic Specialists,Reno,NV,22,5.0,100.0,0.2727,0.8182,0.0909,0.0909,0.5,0.3182
Hillside Dental,Tucson,AZ,23,4.83,95.65,0.4348,0.6957,0.0435,0.0435,0.3043,0.4348
Hodges Eye Care & Surgical Center,Tucson,AZ,26,3.54,57.69,0.1923,0.2308,-0.1538,0.1923,0.0385,0.0769
Hollister Optometric Center,Goleta,CA,25,4.44,88.0,0.4,0.68,0.24,0.0,0.16,0.36
"Holly Ashley Cothern, MD",Reno,NV,23,2.74,43.48,-0.087,-0.1739,-0.2609,-0.1304,-0.2609,-0.1739
Hollywood Nails & Spa,Clearwater,FL,29,2.03,24.14,-0.1379,-0.2759,-0.0345,-0.1724,-0.2414,-0.1724
Hollywood Nails & Spa,Tucson,AZ,140,2.54,35.0,-0.0714,-0.1071,-0.1714,-0.15,-0.2,-0.0786
Holy Redeemer Hospital,Meadowbrook,PA,44,2.86,40.91,0.0455,-0.0455,-0.1136,-0.0909,-0.2045,-0.0682
Hometown Health,Reno,NV,45,1.51,13.33,-0.3111,-0.0667,-0.5556,-0.3111,-0.2,-0.0222
HonorHealth | FastMed Urgent Care,Marana,AZ,52,2.58,32.69,-0.1538,-0.0577,-0.1154,-0.1923,-0.3077,-0.1538
HonorHealth | FastMed Urgent Care,Tucson,AZ,74,2.01,21.62,-0.3514,-0.3378,-0.2162,-0.3649,-0.2973,-0.2973
"Hornstein, Platt and Associates",Philadelphia,PA,25,2.04,20.0,-0.4,-0.2,-0.4,-0.32,-0.24,-0.36
Horsham Clinic,Ambler,PA,24,2.5,37.5,0.0417,0.0417,-0.2917,-0.0833,-0.0417,-0.0417
Hospital of the University of Pennsylvania,Philadelphia,PA,139,2.55,34.53,-0.0935,-0.1942,-0.1511,-0.223,-0.2014,-0.1583
Hot Green Tea Nails & Spa,Feasterville Trevose,PA,53,3.3,52.83,-0.0189,0.1509,0.0943,0.0377,-0.0377,-0.0189
Hot Spot Tanning,Nashville,TN,21,4.19,80.95,0.0476,0.5238,0.2381,0.1905,0.0952,0.1905
Hot Stones Spa,Cherry Hill,NJ,49,3.29,55.1,0.0408,0.0,-0.0408,-0.102,-0.1633,-0.0408
Houghton Family Dental Care,Tucson,AZ,22,1.91,22.73,-0.3636,-0.1818,-0.3636,-0.2727,-0.4091,-0.4091
IU Health Methodist Hospital,Indianapolis,IN,72,2.51,36.11,-0.2083,-0.0417,-0.1111,-0.3056,-0.1944,-0.1528
IU Health North Hospital,Carmel,IN,28,3.82,75.0,0.2857,0.4286,-0.0357,-0.0714,-0.1071,0.1429
IU Health University Hospital,Indianapolis,IN,23,3.22,52.17,0.0,0.0435,-0.087,0.087,-0.2609,0.0
IU Health Urgent Care - Broadripple,Indianapolis,IN,24,1.83,20.83,-0.375,-0.3333,-0.125,-0.0833,-0.25,-0.1667
IU Health West Hospital,Avon,IN,40,2.6,40.0,-0.25,0.1,-0.05,-0.175,-0.1,-0.05
Idaho Eyecare Center,Boise,ID,21,4.62,90.48,0.619,0.7619,0.0476,0.1905,0.381,0.2857
Ideal Image Liberty Place,Philadelphia,PA,36,2.81,41.67,0.0833,0.0,-0.2778,-0.0556,-0.2222,-0.0278
Ideal Image Reno,Reno,NV,35,2.77,42.86,-0.1429,0.0857,-0.3143,-0.0857,-0.0857,0.0286
Ideal Image Tampa,Tampa,FL,41,2.39,31.71,-0.122,0.0244,-0.2439,-0.1951,-0.2439,-0.0488
Ideal Image Tucson,Tucson,AZ,23,3.22,52.17,0.0,0.0,-0.1304,-0.1304,0.0435,-0.087
Ilera Healthcare,Plymouth Meeting,PA,25,2.44,36.0,-0.12,0.08,-0.12,-0.12,-0.16,-0.12
Illusion Day Spa ,Glenside,PA,31,3.77,61.29,0.0323,0.1613,0.0,0.0968,0.0645,0.129
Imagine X Functional Neurology,Santa Barbara,CA,42,4.67,90.48,0.5476,0.3571,0.0,0.1429,0.1667,0.2619
Imagine You New Premier Skin and Permanent Makeup Center,St. Petersburg,FL,51,2.37,29.41,0.098,-0.2157,-0.1176,-0.1961,-0.1569,0.0196
ImmediaDent - Urgent Dental Care,Indianapolis,IN,23,2.17,26.09,0.0,-0.087,-0.2174,-0.3913,-0.3043,-0.2609
Imo's Pizza,Fairview Heights,IL,23,2.65,43.48,-0.087,-0.1304,-0.1304,-0.0435,-0.1304,0.1304
In & Out Urgent Care -New Orleans,New Orleans,LA,47,3.6,65.96,0.1915,0.2553,0.0,0.1489,0.0213,0.1064
In and Out Urgent Care - Metairie,Metairie,LA,26,3.62,61.54,0.1923,0.3846,-0.0769,0.1538,0.0,0.1154
Independence Blue Cross,Philadelphia,PA,125,1.13,2.4,-0.528,-0.152,-0.824,-0.472,-0.368,-0.12
Indiana University-Purdue University Indianapolis,Indianapolis,IN,26,4.08,80.77,0.0385,0.1923,0.1538,0.1923,0.0,0.3077
Indiana Wellness College,Indianapolis,IN,37,4.51,91.89,0.2162,0.4865,0.4054,0.2432,0.1622,0.4865
Indianapolis Salt Cave And Halotherapy Center,Indianapolis,IN,31,4.71,96.77,0.1935,0.4516,0.1613,0.1935,0.1613,0.4194
Indianapolis Yellow Cab,Indianapolis,IN,67,1.69,14.93,-0.0896,-0.1194,-0.1194,-0.4925,-0.3433,-0.1045
Indigo Massage & Wellness,Saint Louis,MO,146,4.67,92.47,0.1027,0.2534,0.089,0.1849,0.1986,0.2397
Indo-China Market,Goleta,CA,71,3.62,69.01,0.0,0.0704,0.2254,0.1127,-0.0563,0.0423
Indulge Massage & Reflexology,Reno,NV,38,4.26,81.58,0.1053,0.2105,0.0263,0.1316,-0.0263,0.2105
Indy Laser,Carmel,IN,29,4.55,89.66,0.3793,0.4828,0.2069,0.1379,0.1379,0.0345
Indy Massage Company,Indianapolis,IN,199,4.81,93.97,0.0804,0.3518,0.1005,0.1457,0.1709,0.2362
Infinity Health & Wellness Center,Philadelphia,PA,75,4.71,94.67,0.1067,0.44,0.1333,0.2133,0.3467,0.48
Infinity Laser Hair Removal & Skin Rejuvenation,Clayton,MO,41,4.95,100.0,0.4878,0.6341,0.2683,0.2927,0.2927,0.4878
Inject Beauty,Philadelphia,PA,35,2.69,42.86,-0.0571,-0.2286,-0.1429,-0.1143,-0.0571,-0.0286
InnerView Ultrasound,Malvern,PA,28,4.21,78.57,0.0,0.2857,-0.0357,0.25,0.0357,0.2857
Innervision Eyewear,Philadelphia,PA,128,4.19,79.69,0.2031,0.3984,0.3047,0.1172,0.0781,0.0703
Integrated Dermatology of Reno,Reno,NV,62,3.35,56.45,0.0323,0.0,-0.1613,-0.0484,-0.0323,0.0323
Integrated Spinal Solutions,Reno,NV,24,4.62,87.5,0.5833,0.3333,-0.0417,-0.0417,0.0833,0.1667
Interface Aesthetic Surgery Group,Indianapolis,IN,26,4.19,76.92,0.1923,0.3462,-0.1154,0.0,0.1154,0.1923
IntraVenous Solutions,Nashville,TN,23,5.0,100.0,0.2609,0.5652,0.087,0.2609,0.2174,0.2174
Invista Optical,Indianapolis,IN,23,4.96,100.0,0.3913,0.4783,0.2174,0.1304,0.2609,0.3913
Ironwood Dermatology,Tucson,AZ,68,3.85,70.59,0.1912,0.3088,-0.0588,0.0147,0.0882,0.0735
"Isaac Hearne, MD",Reno,NV,23,1.91,21.74,-0.3043,-0.3478,-0.3043,-0.4348,-0.3478,-0.4348
Islands of Paradise Massage,Nashville,TN,30,3.3,60.0,0.0,0.1667,0.1333,0.0,-0.0333,0.1667
Jack City Fitness,Boise,ID,31,4.9,96.77,0.0645,0.5806,0.0323,0.1935,0.129,0.7742
Jack and Jill Aesthetics,Franklin,TN,36,3.47,61.11,0.0556,0.0833,-0.2222,-0.0833,-0.1389,0.1944
Jackson Dental,Tampa,FL,52,4.31,82.69,0.1923,0.5577,0.0385,0.2692,0.2885,0.4038
Jackson Medical Group,Santa Barbara,CA,29,2.9,44.83,0.0345,0.1034,-0.2414,0.1034,0.0345,0.0345
Jackson Oral Surgery,Metairie,LA,25,4.72,92.0,0.36,0.64,0.0,0.24,0.68,0.44
Jade Cannabis,Reno,NV,104,3.4,55.77,-0.0096,0.3365,-0.0673,0.0096,0.0673,0.125
Jade Star Acupuncture and Wellness,Tucson,AZ,30,4.77,96.67,0.4333,0.5667,0.1333,0.0667,0.2667,0.3333
"Jake Banks, DDS",Sparks,NV,42,4.62,90.48,0.3333,0.5476,0.1667,0.1667,0.3333,0.4762
Jake Tiesler Personal Training,Nashville,TN,32,4.88,96.88,0.1562,0.2188,0.0,0.2188,0.0312,0.0312
"James Norman, MD",Town N Country,FL,24,4.92,95.83,0.7083,0.625,0.125,0.375,0.375,0.1667
"Janet M Ross, MD",New Orleans,LA,27,4.52,92.59,0.7407,0.5185,0.1481,0.5185,0.6667,0.2963
Janiga MDs Plastic Surgery & Cosmetic Center,Reno,NV,60,4.05,75.0,0.2167,0.3833,0.0,0.15,0.2167,0.2667
Jasmine's Touch,Tampa Bay,FL,23,4.65,91.3,0.1304,0.0,0.0,0.1739,0.0435,0.0
"Jason Neustadter, MD",Philadelphia,PA,31,4.13,74.19,0.2581,0.2903,-0.0645,0.129,0.2903,0.2258
Jay Ann Intimates,Huntingdon Valley,PA,23,4.22,78.26,0.0,0.3478,0.1304,0.0435,0.0,0.0435
"Jay Harry Hoffman, DDS",Philadelphia,PA,30,3.7,66.67,0.0333,0.2,-0.0333,0.1,-0.0333,0.2333
Jefferson Abington Hospital,Abington,PA,86,2.05,22.09,-0.314,-0.2442,-0.2558,-0.3721,-0.3023,-0.1512
Jefferson Dermatology Associates,Philadelphia,PA,33,3.03,54.55,0.1515,0.2121,-0.0303,0.0606,-0.0303,-0.0606
Jefferson Health,Philadelphia,PA,43,2.63,39.53,-0.0698,0.1163,-0.1628,-0.1163,-0.1628,-0.0698
Jefferson Oral & Maxillofacial Surgery,Philadelphia,PA,21,3.14,47.62,0.0,0.0952,0.0476,-0.1905,-0.0476,0.1429
Jefferson Torresdale Hospital,Philadelphia,PA,56,2.11,26.79,-0.2679,-0.3393,-0.2679,-0.3929,-0.3214,-0.25
Jefferson Urgent Care - Rittenhouse,Philadelphia,PA,45,3.04,48.89,0.0,0.0444,-0.1333,-0.1111,-0.2444,0.0444
Jefferson Urgent Care - Washington Square - Jefferson Health 20,Philadelphia,PA,47,3.43,61.7,0.2553,0.383,-0.0851,0.0638,-0.0426,0.1702
"Jeffrey A. Stratford-Jones, DDS",Santa Barbara,CA,39,3.97,74.36,0.0513,0.359,-0.1795,-0.0256,-0.0513,0.1795
"Jeffrey D Glen, DDS",Philadelphia,PA,24,4.12,75.0,0.2917,0.4583,0.0,0.2083,-0.0833,0.2917
"Jeffrey Miller, DPM, DABPS",Norristown,PA,21,4.95,100.0,0.5238,0.4286,0.0476,0.1429,0.4762,0.2857
Jem's Natural Living,Tampa,FL,23,3.96,73.91,0.1304,0.3478,0.1304,0.087,0.087,-0.0435
"Jennifer Garrett, MD",New Orleans,LA,46,2.96,45.65,-0.087,-0.1522,-0.1304,-0.1957,0.0652,-0.0217
Jj's Spa,Brownsburg,IN,20,3.15,55.0,-0.05,0.0,-0.1,-0.05,-0.2,0.15
"John J.W. Lee, MD, FACS",Bryn Mawr,PA,27,4.52,88.89,0.2963,0.5556,0.037,0.1111,0.2222,0.4444
Johns Hopkins All Children'S Hospital Dialysis,Saint Petersburg,FL,30,3.57,66.67,0.2333,0.3,-0.1333,0.0667,0.1333,0.3333
Johnson Family Dental,Goleta,CA,36,3.78,69.44,0.1389,0.5,-0.0556,0.0278,0.0556,0.2222
Johnson Family Dental,Santa Barbara,CA,165,2.52,36.36,-0.1576,-0.0364,-0.3152,-0.2242,-0.2303,-0.2485
"Joseph E Johnson, MD - Sierra Nevada Wellness Center",Sparks,NV,58,3.17,53.45,0.0172,0.0862,-0.0345,-0.1552,0.069,-0.0172
"Joseph Knedgen, DPM FACFAS DABFAS",Reno,NV,23,3.91,73.91,0.2609,0.2609,-0.1739,0.0,0.2174,0.1304
Josephson Wallack Munshower Neurology,Indianapolis,IN,36,1.31,5.56,-0.6389,-0.5833,-0.25,-0.3889,-0.4167,-0.4444
"Joshua A. Halpern, M.D. P.A",Tampa,FL,33,4.15,75.76,0.2424,0.5152,0.0,0.303,0.303,0.1515
Judy Moon and Associates,Philadelphia,PA,37,4.92,97.3,0.1622,0.1622,0.0541,0.1892,0.2432,0.1622
Julia Cameron's Magical Mystical Massage Tour,Indianapolis,IN,25,5.0,100.0,0.12,0.16,0.0,0.2,0.16,0.08
Just Smiles Dental,Reno,NV,28,2.54,35.71,-0.1429,-0.0714,-0.1786,-0.1071,-0.2857,-0.0714
KP Aesthetics,Newtown Square,PA,38,4.24,78.95,0.2105,0.3947,-0.0263,0.1579,0.1316,0.3947
Kaia FIT Sierra - Midtown,Reno,NV,21,5.0,100.0,0.0952,0.1429,0.0952,0.0476,0.0952,0.1905
Kaia FIT Sierra - West Reno,Reno,NV,24,4.96,100.0,0.0417,0.125,0.0,0.125,0.0,0.0417
Kangaroo Kids,Saint Louis,MO,34,3.47,61.76,0.0588,0.1765,0.0882,-0.0294,-0.1176,0.0882
Kate Yoga,Belleair,FL,21,5.0,100.0,0.0952,0.1905,0.0476,0.0476,0.2381,0.0952
"Katerina Kleinova, DDS",St Louis,MO,52,4.17,78.85,0.3462,0.4808,0.0577,0.0192,0.0962,0.3462
"Kay, Tabas & Niknam Ophthalmology Associates",Philadelphia,PA,21,3.24,47.62,0.1905,0.1429,-0.1429,-0.2381,0.0952,-0.1429
Kaya Aerial Yoga,Philadelphia,PA,49,3.98,75.51,0.0,0.1429,0.0,0.0612,0.1837,0.1837
Keisha Curtis,Reno,NV,82,4.13,78.05,0.0488,0.0366,0.0244,0.0122,0.0122,0.0732
"Kendall, Rohde, & Associates",Santa Barbara,CA,37,4.68,91.89,0.2703,0.5946,0.0541,0.2432,0.3243,0.4324
Kennedy Fitness,Cherry Hill,NJ,59,2.02,13.56,-0.0508,-0.2712,-0.339,-0.1017,-0.3051,-0.3559
Kennedy Health System,Blackwood,NJ,31,2.0,19.35,-0.3548,-0.2903,-0.1613,-0.3548,-0.129,-0.1935
Kennedy Health System,Cherry Hill,NJ,21,2.71,42.86,-0.0952,0.0952,-0.2381,-0.0952,-0.0476,0.1429
"Kenyon M Fort, DDS",Saint Petersburg,FL,27,4.22,77.78,0.2593,0.5185,0.0741,0.1481,0.2593,0.2222
"Kiken Robert, DDS - Ocean Oral and Maxillofacial Surgery",Santa Barbara,CA,31,4.52,90.32,0.3548,0.6774,0.2581,0.2258,0.3548,0.4516
Killer B Fitness,Santa Barbara,CA,26,5.0,100.0,0.1923,0.3077,0.1154,0.1538,0.0385,0.3462
Kim Acupuncture Clinic,New Orleans,LA,24,4.71,91.67,0.625,0.0417,0.1667,0.125,0.1667,0.1667
"Kimberly Pham, DDS - Smile Design Dental",Santa Barbara,CA,28,4.14,78.57,0.1071,0.5357,0.0357,0.1071,0.0714,0.3571
King and Queen Massage & Spa,Abington,PA,47,3.94,74.47,0.0851,0.2766,0.2979,0.0426,-0.0638,0.2128
Kinsmen Sports Centre,Edmonton,AB,34,3.91,67.65,0.0,0.1471,0.0588,0.2059,0.0294,0.2941
Kirkwood Station Dental,St. Louis,MO,21,4.29,85.71,0.0952,0.5714,0.0,0.0476,0.2381,0.381
Klement Family Dental,St. Petersburg,FL,55,3.73,69.09,0.1273,0.4364,0.1273,0.1455,0.0545,0.1818
Knead Body Boutique,Philadelphia,PA,54,2.37,35.19,-0.0926,0.0,0.0,-0.0926,-0.1296,0.037
Kodawari Studios,Tampa,FL,56,4.79,94.64,0.0357,0.2857,0.0714,0.1429,0.0893,0.2321
Kool Smiles,Metairie,LA,31,2.84,38.71,-0.0645,0.0,0.0,-0.0323,-0.1935,-0.0968
Kool Smiles,Tucson,AZ,29,2.1,24.14,-0.0345,-0.3793,-0.2069,-0.2759,-0.069,-0.2069
Kremer Eye Center,King of Prussia,PA,49,4.51,85.71,0.3673,0.5102,0.0612,0.3469,0.3469,0.1837
Kroger,Nashville,TN,29,3.21,44.83,0.0,0.2069,0.0345,0.1034,-0.0345,0.1034
Kung Fu Dim Sum,Havertown,PA,118,3.87,69.49,-0.0169,0.0932,0.0593,0.0424,0.0254,0.0169
Kurr Aesthetics and Med Spa,Carmel,IN,32,4.91,96.88,0.5,0.5,0.0938,0.1875,0.25,0.1875
Kwong Dental Care,Reno,NV,48,4.17,79.17,0.2917,0.4375,0.1042,0.1667,0.0833,0.3125
LASIK of Nevada - Reno,Reno,NV,52,4.08,75.0,0.1731,0.4231,0.0385,0.1731,0.0962,0.1154
