business_name,city,state,total_reviews,avg_stars,positive_review_ratio,doctor_care_score,staff_behavior_score,billing_cost_score,wait_time_score,communication_score,cleanliness_facility_score,stars_norm,sentiment_norm,reviews_norm,positive_aspects,negative_penalty,recommendation_score,recommendation_percentile,evidence_strength,doctor_vs_peer,staff_vs_peer,billing_vs_peer,wait_vs_peer,communication_vs_peer,cleanliness_vs_peer,stars_vs_peer,positive_ratio_vs_peer
Goodlettsville Family Dental,Goodlettsville,TN,20,4.4,85.0,0.3,0.5,-0.05,-0.05,0.2,0.2,0.8499999997875001,0.85,0.0,0.3,0.0,52.75,76.31,Low,0.2263,0.3041,-0.0316,-0.0523,0.1954,0.1098,0.8126,21.6531
Indy Laser,Carmel,IN,29,4.55,89.66,0.3793,0.4828,0.2069,0.1379,0.1379,0.0345,0.887499999778125,0.8966,0.0153583617747178,0.258625,0.1724,52.72,76.25,Low,0.3056,0.2869,0.2253,0.1356,0.1333,-0.0557,0.9626,26.3131
Elements Massage - Horsham,Horsham,PA,31,4.55,87.1,0.0645,0.4516,0.0968,0.129,0.1935,0.3226,0.887499999778125,0.871,0.0187713310579884,0.25805,0.1129,52.71,76.2,Low,-0.0092,0.2557,0.1152,0.1267,0.1889,0.2324,0.9626,23.7531
Peaceful Spirit Massage and Wellness Centers,Tucson,AZ,42,4.57,88.1,0.119,0.381,0.0714,0.0476,0.1429,0.1429,0.8924999997768751,0.8809999999999999,0.0375426621159768,0.19645,0.0595,52.7,76.16,Medium,0.0453,0.1851,0.0898,0.0453,0.1383,0.0527,0.9826,24.7531
9th Street Family Dentistry,Philadelphia,PA,33,4.36,84.85,0.2424,0.5758,0.303,0.1212,0.2121,0.5758,0.8399999997900001,0.8484999999999999,0.022184300341259,0.401525,0.2121,52.65,76.12,Low,0.1687,0.3799,0.3214,0.1189,0.2075,0.4856,0.7726,21.5031
Natural Grocers,Boise,ID,38,4.71,94.74,0.1053,0.4737,0.7105,0.0789,0.0526,0.2895,0.927499999768125,0.9474,0.0307167235494356,0.2302749999999999,0.3947,52.63,76.07,Low,0.0316,0.2778,0.7289,0.0766,0.048,0.1993,1.1226,31.3931
GymMatrix,New Orleans,LA,21,4.52,90.48,0.0476,0.5714,0.2857,0.3333,0.0952,0.619,0.8799999997799999,0.9048,0.0017064846416353,0.3333,0.3095,52.62,76.03,Low,-0.0261,0.3755,0.3041,0.331,0.0906,0.5288,0.9326,27.1331
Mama's Wellness Joint,Philadelphia,PA,32,4.62,90.62,0.0625,0.2812,0.0312,0.1562,0.125,0.2188,0.90499999977375,0.9062,0.0204778156996237,0.171875,0.0937,52.61,75.97,Low,-0.0112,0.0853,0.0496,0.1539,0.1204,0.1286,1.0326,27.2731
Ralston Massage Center,Reno,NV,40,4.68,92.5,0.1,0.2,0.275,0.15,0.175,0.225,0.91999999977,0.925,0.0341296928327062,0.175,0.2125,52.61,75.97,Medium,0.0263,0.0041,0.2934,0.1477,0.1704,0.1348,1.0926,29.1531
Allure Medical,Tucson,AZ,23,4.43,86.96,0.5652,0.3478,0.1739,0.3043,0.3043,0.2609,0.857499999785625,0.8695999999999999,0.0051194539249059,0.36955,0.2391,52.54,75.88,Low,0.4915,0.1519,0.1923,0.302,0.2997,0.1707,0.8426,23.6131
20/20 Vision,Sparks,NV,23,4.43,86.96,0.3043,0.6957,0.1304,0.1304,0.0,0.2609,0.857499999785625,0.8695999999999999,0.0051194539249059,0.315225,0.1304,52.54,75.88,Low,0.2306,0.4998,0.1488,0.1281,-0.0046,0.1707,0.8426,23.6131
The Studio Salon,Eagle,ID,42,4.67,90.48,0.0714,0.1905,0.0952,0.1905,0.1667,0.2143,0.917499999770625,0.9048,0.0375426621159768,0.160725,0.14285,52.49,75.81,Medium,-0.0023,-0.0054,0.1136,0.1882,0.1621,0.1241,1.0826,27.1331
"Wesley G Schooler, MD, FACS",Santa Barbara,CA,31,4.32,83.87,0.4516,0.4516,-0.0323,0.0645,0.1613,0.2581,0.8299999997925,0.8387,0.0187713310579884,0.33065,0.03225,52.44,75.77,Low,0.3779,0.2557,-0.0139,0.0622,0.1567,0.1679,0.7326,20.5231
Ochsner Fitness Center - Downtown,New Orleans,LA,25,4.4,84.0,0.0,0.6,0.04,0.12,0.0,0.72,0.8499999997875001,0.84,0.0085324232081765,0.3299999999999999,0.08,52.43,75.71,Low,-0.0737,0.4041,0.0584,0.1177,-0.0046,0.6298,0.8126,20.6531
StatMed Urgent Care Clinic,Clearwater,FL,48,4.27,79.17,0.5417,0.6458,0.0625,0.2083,0.1875,0.375,0.8174999997956249,0.7917000000000001,0.0477815699657887,0.4375,0.1354,52.43,75.71,Medium,0.468,0.4499,0.0809,0.206,0.1829,0.2848,0.6826,15.8231
TropiCali Beauty Boutique,Santa Barbara,CA,35,4.66,91.43,0.0857,0.2286,0.0857,0.0571,0.1143,0.0571,0.91499999977125,0.9143,0.0255972696245296,0.121425,0.0713999999999999,52.41,75.64,Low,0.012,0.0327,0.1041,0.0548,0.1097,-0.0331,1.0726,28.0831
Shanti Yoga and Ayurveda,Philadelphia,PA,40,4.58,92.5,0.05,0.325,0.15,0.1,0.15,0.1,0.89499999977625,0.925,0.0341296928327062,0.15625,0.125,52.36,75.6,Medium,-0.0237,0.1291,0.1684,0.0977,0.1454,0.0098,0.9926,29.1531
Encircle Acupuncture,Nashville,TN,35,4.46,85.71,0.4571,0.3143,0.2571,0.0286,0.2,0.2286,0.86499999978375,0.8571,0.0255972696245296,0.3,0.14285,52.33,75.55,Low,0.3834,0.1184,0.2755,0.0263,0.1954,0.1384,0.8726,22.3631
Kirkwood Station Dental,St. Louis,MO,21,4.29,85.71,0.0952,0.5714,0.0,0.0476,0.2381,0.381,0.822499999794375,0.8571,0.0017064846416353,0.321425,0.0238,52.32,75.49,Low,0.0215,0.3755,0.0184,0.0453,0.2335,0.2908,0.7026,22.3631
Cavi Spa,Tampa,FL,42,4.52,83.33,0.3095,0.4048,0.0714,0.1429,0.1667,0.2381,0.8799999997799999,0.8332999999999999,0.0375426621159768,0.279775,0.10715,52.32,75.49,Medium,0.2358,0.2089,0.0898,0.1406,0.1621,0.1479,0.9326,19.9831
Sunsation Tanning Salon,Sparks,NV,51,4.43,86.27,0.0784,0.549,0.1569,0.0588,0.1765,0.2549,0.857499999785625,0.8626999999999999,0.0529010238906947,0.2647,0.10785,52.3,75.42,Medium,0.0047,0.3531,0.1753,0.0565,0.1719,0.1647,0.8426,22.9231
"David L Pastrell, DDS",Reno,NV,44,4.36,84.09,0.25,0.4773,-0.0682,0.0909,0.0,0.4545,0.8399999997900001,0.8409,0.0409556313992475,0.29545,0.04545,52.29,75.38,Medium,0.1763,0.2814,-0.0498,0.0886,-0.0046,0.3643,0.7726,20.7431
Bright Eyes Optique,New Orleans,LA,60,4.4,86.67,0.35,0.4833,0.2833,0.1667,0.2667,0.1667,0.8499999997875001,0.8667,0.0682593856654125,0.316675,0.2249999999999999,52.27,75.34,Medium,0.2763,0.2874,0.3017,0.1644,0.2621,0.0765,0.8126,23.3231
"St. Louis County Dental  Grayem, Brace & Associates",Saint Louis,MO,44,4.43,86.36,0.2273,0.4091,0.0227,0.1136,0.0,0.3636,0.857499999785625,0.8636,0.0409556313992475,0.25,0.06815,52.25,75.29,Medium,0.1536,0.2132,0.0411,0.1113,-0.0046,0.2734,0.8426,23.0131
7th Sense Wellness & Massage,New Orleans,LA,44,4.61,90.91,0.25,0.1591,0.0682,0.1364,0.0682,0.0909,0.9024999997743752,0.9091,0.0409556313992475,0.14205,0.1023,52.23,75.25,Medium,0.1763,-0.0368,0.0866,0.1341,0.0636,0.0007,1.0226,27.5631
Ageless Aesthetics and Salt Lounge,Indianapolis,IN,27,4.48,85.19,0.4444,0.2963,0.0741,0.1111,0.1481,0.2222,0.8699999997825001,0.8519,0.0119453924914471,0.27775,0.0926,52.21,75.18,Low,0.3707,0.1004,0.0925,0.1088,0.1435,0.132,0.8926,21.8431
Back In Touch Wellness Center,Nashville,TN,24,4.67,87.5,0.0417,0.2083,0.0417,0.0,0.1667,0.1667,0.917499999770625,0.875,0.0068259385665412,0.1458499999999999,0.02085,52.21,75.18,Low,-0.032,0.0124,0.0601,-0.0023,0.1621,0.0765,1.0826,24.1531
Therapeutic Elements Center for Massage Therapy,Clearwater,FL,22,4.59,90.91,0.1818,0.2727,0.0455,0.1818,0.1818,0.0909,0.897499999775625,0.9091,0.0034129692832706,0.1818,0.11365,52.2,75.08,Low,0.1081,0.0768,0.0639,0.1795,0.1772,0.0007,1.0026,27.5631
DDSNow Urgent Dental Care,Indianapolis,IN,26,4.35,84.62,0.4231,0.3846,0.1538,0.1923,0.3462,0.3462,0.837499999790625,0.8462000000000001,0.0102389078498118,0.375025,0.1730499999999999,52.2,75.08,Low,0.3494,0.1887,0.1722,0.19,0.3416,0.256,0.7626,21.2731
Healing Hands Therapy,Philadelphia,PA,55,4.64,92.73,0.0727,0.2,0.1273,0.1636,0.0,0.1818,0.9099999997725,0.9273,0.0597269624572359,0.113625,0.14545,52.2,75.08,Medium,-0.001,0.0041,0.1457,0.1613,-0.0046,0.0916,1.0526,29.3831
Citrus Endodontics,Tampa,FL,36,4.33,83.33,0.3333,0.5278,0.0833,0.0833,0.2222,0.2778,0.8324999997918751,0.8332999999999999,0.027303754266165,0.340275,0.0833,52.19,74.99,Low,0.2596,0.3319,0.1017,0.081,0.2176,0.1876,0.7426,19.9831
Perfectly Bare Laser,Tampa,FL,74,4.53,87.84,0.2297,0.2297,0.1757,0.1081,0.1757,0.1216,0.8824999997793751,0.8784000000000001,0.0921501706483069,0.189175,0.1419,52.18,74.95,Medium,0.156,0.0338,0.1941,0.1058,0.1711,0.0314,0.9426,24.4931
Power of Your Om,Santa Barbara,CA,78,4.55,89.74,-0.0128,0.1795,0.0,0.0385,0.0385,0.1538,0.887499999778125,0.8974,0.0989761092148481,0.08975,0.01925,52.15,74.86,Medium,-0.0865,-0.0164,0.0184,0.0362,0.0339,0.0636,0.9626,26.3931
Luminosity,King of Prussia,PA,40,4.65,90.0,0.0,0.45,0.125,0.125,0.125,0.025,0.9124999997718752,0.9,0.0341296928327062,0.15,0.125,52.14,74.82,Medium,-0.0737,0.2541,0.1434,0.1227,0.1204,-0.0652,1.0626,26.6531
A Magical Escape Therapeutic Bodyworks,Wilmington,DE,22,4.73,90.91,0.0,0.4091,0.3182,0.0909,0.0455,0.2273,0.9324999997668753,0.9091,0.0034129692832706,0.170475,0.2045499999999999,52.12,74.77,Low,-0.0737,0.2132,0.3366,0.0886,0.0409,0.1371,1.1426,27.5631
Ardmore Eye Care,Ardmore,PA,23,4.43,86.96,0.3043,0.6087,0.2609,0.0435,0.087,0.2174,0.857499999785625,0.8695999999999999,0.0051194539249059,0.30435,0.1522,52.11,74.73,Low,0.2306,0.4128,0.2793,0.0412,0.0824,0.1272,0.8426,23.6131
Downtown Dental,Nashville,TN,56,4.3,82.14,0.1964,0.5357,-0.0179,0.0714,0.1429,0.375,0.8249999997937499,0.8214,0.0614334470988712,0.3125,0.0357,52.1,74.69,Medium,0.1227,0.3398,0.0005,0.0691,0.1383,0.2848,0.7126,18.7931
Ocean Oral and Maxillofacial Surgery,Santa Barbara,CA,31,4.23,80.65,0.2581,0.6452,-0.0645,0.0,0.2903,0.2903,0.8074999997981251,0.8065000000000001,0.0187713310579884,0.370975,0.0,52.09,74.62,Low,0.1844,0.4493,-0.0461,-0.0023,0.2857,0.2001,0.6426,17.3031
Todd's Body Shop,Reno,NV,27,4.44,88.89,0.4074,0.4444,0.1111,0.1111,0.1481,0.0,0.8599999997850001,0.8889,0.0119453924914471,0.249975,0.1111,52.09,74.62,Low,0.3337,0.2485,0.1295,0.1088,0.1435,-0.0902,0.8526,25.5431
Halcyon Floats,Philadelphia,PA,67,4.46,85.07,0.0746,0.3582,0.1194,0.1791,0.1642,0.4328,0.86499999978375,0.8506999999999999,0.0802047781568597,0.25745,0.14925,52.08,74.55,Medium,0.0009,0.1623,0.1378,0.1768,0.1596,0.3426,0.8726,21.7231
Quest Chiropractic of Ambler,Ambler,PA,23,4.57,86.96,0.2609,0.2174,0.087,0.1304,0.2609,0.1739,0.8924999997768751,0.8695999999999999,0.0051194539249059,0.228275,0.1086999999999999,52.07,74.51,Low,0.1872,0.0215,0.1054,0.1281,0.2563,0.0837,0.9826,23.6131
HOTBOX Fitness,Nashville,TN,52,4.42,88.46,0.0192,0.4808,0.0769,0.0769,0.1154,0.2308,0.85499999978625,0.8845999999999999,0.05460750853233,0.21155,0.0769,52.05,74.47,Medium,-0.0545,0.2849,0.0953,0.0746,0.1108,0.1406,0.8326,25.1131
Cryo-Cell International Inc,Oldsmar,FL,36,4.42,88.89,0.0833,0.4444,0.0556,0.2222,0.3889,0.1111,0.85499999978625,0.8889,0.027303754266165,0.256925,0.1389,52.03,74.4,Low,0.0096,0.2485,0.074,0.2199,0.3843,0.0209,0.8326,25.5431
All American Healthcare New Orleans,New Orleans,LA,25,4.4,84.0,0.4,0.68,0.08,0.12,0.08,0.12,0.8499999997875001,0.84,0.0085324232081765,0.32,0.1,52.03,74.4,Low,0.3263,0.4841,0.0984,0.1177,0.0754,0.0298,0.8126,20.6531
Alberta Momentum Massage Therapy South,Edmonton,AB,45,4.44,88.89,0.2,0.4667,0.1778,0.2444,0.1778,0.2444,0.8599999997850001,0.8889,0.0426621160408828,0.272225,0.2111,52.0,74.34,Medium,0.1263,0.2708,0.1962,0.2421,0.1732,0.1542,0.8526,25.5431
Jackson Dental,Tampa,FL,52,4.31,82.69,0.1923,0.5577,0.0385,0.2692,0.2885,0.4038,0.8274999997931249,0.8269,0.05460750853233,0.360575,0.15385,51.99,74.29,Medium,0.1186,0.3618,0.0569,0.2669,0.2839,0.3136,0.7226,19.3431
Physicians Urgent Care,Franklin,TN,62,4.31,82.26,0.5645,0.5968,0.0161,0.3226,0.0484,0.2258,0.8274999997931249,0.8226,0.0716723549486831,0.358875,0.16935,51.95,74.25,Medium,0.4908,0.4009,0.0345,0.3203,0.0438,0.1356,0.7226,18.9131
Enjoy Massage Spa,Metairie,LA,67,4.64,91.04,0.0597,0.2239,0.2836,0.1493,0.0299,0.2537,0.9099999997725,0.9104,0.0802047781568597,0.1417999999999999,0.21645,51.93,74.21,Medium,-0.014,0.028,0.302,0.147,0.0253,0.1635,1.0526,27.6931
LasikPlus,Tampa,FL,100,4.3,81.0,0.24,0.61,0.02,0.23,0.29,0.08,0.8249999997937499,0.81,0.136518771330825,0.305,0.125,51.9,74.16,High,0.1663,0.4141,0.0384,0.2277,0.2854,-0.0102,0.7126,17.6531
Envision Eyecare Center,Tucson,AZ,46,4.22,80.43,0.5435,0.587,0.1304,0.1087,0.3043,0.1957,0.8049999997987499,0.8043,0.0443686006825181,0.407625,0.1195499999999999,51.88,74.06,Medium,0.4698,0.3911,0.1488,0.1064,0.2997,0.1055,0.6326,17.0831
DeMers Family Vision Group,Sparks,NV,34,4.38,82.35,0.3529,0.5588,0.1176,-0.0294,0.0882,0.2353,0.84499999978875,0.8234999999999999,0.0238907849828943,0.3088,0.0588,51.88,74.06,Low,0.2792,0.3629,0.136,-0.0317,0.0836,0.1451,0.7926,19.0031
Connie Chinese Massage,Dunedin,FL,27,4.56,88.89,0.0741,0.1481,-0.0741,0.1481,0.2222,0.2593,0.8899999997774999,0.8889,0.0119453924914471,0.175925,0.07405,51.88,74.06,Low,0.0004,-0.0478,-0.0557,0.1458,0.2176,0.1691,0.9726,25.5431
Phoenix Massage Therapy,Franklin,TN,31,4.61,90.32,0.1613,0.1935,0.0968,0.0968,0.0968,0.129,0.9024999997743752,0.9032,0.0187713310579884,0.14515,0.0968,51.87,73.9,Low,0.0876,-0.0024,0.1152,0.0945,0.0922,0.0388,1.0226,26.9731
Vitalant - Reno,Reno,NV,26,4.46,88.46,0.1538,0.5385,0.0769,0.3077,0.1154,0.3077,0.86499999978375,0.8845999999999999,0.0102389078498118,0.2788499999999999,0.1922999999999999,51.87,73.9,Low,0.0801,0.3426,0.0953,0.3054,0.1108,0.2175,0.8726,25.1131
Zen Massage Place,Santa Barbara,CA,155,4.41,83.87,0.0323,0.2581,0.2,0.0387,0.0258,0.2968,0.8524999997868751,0.8387,0.2303754266207673,0.15325,0.11935,51.87,73.9,High,-0.0414,0.0622,0.2184,0.0364,0.0212,0.2066,0.8226,20.5231
Metairie Dental Centre,Metairie,LA,40,4.38,82.5,0.275,0.6,0.025,0.1,0.05,0.275,0.84499999978875,0.825,0.0341296928327062,0.3,0.0625,51.86,73.82,Medium,0.2013,0.4041,0.0434,0.0977,0.0454,0.1848,0.7926,19.1531
Santosha,Indianapolis,IN,23,4.57,91.3,0.1739,0.2609,0.0,0.1304,0.087,0.0435,0.8924999997768751,0.913,0.0051194539249059,0.141325,0.0652,51.85,73.77,Low,0.1002,0.065,0.0184,0.1281,0.0824,-0.0467,0.9826,27.9531
MASSAGE STAR,Lakeland,FL,27,4.7,92.59,0.1111,0.2222,0.2222,0.1852,0.0741,0.1481,0.92499999976875,0.9259,0.0119453924914471,0.138875,0.2037,51.82,73.73,Low,0.0374,0.0263,0.2406,0.1829,0.0695,0.0579,1.1126,29.2431
Paradise Foot Spa - Saint Petersburg,Saint Petersburg,FL,46,4.57,89.13,0.0652,0.2826,0.2826,0.087,0.0217,0.413,0.8924999997768751,0.8913,0.0443686006825181,0.195625,0.1848,51.79,73.69,Medium,-0.0085,0.0867,0.301,0.0847,0.0171,0.3228,0.9826,25.7831
CURE de Repos,Philadelphia,PA,27,4.52,88.89,0.2222,0.2593,0.0,0.1481,0.1481,0.1111,0.8799999997799999,0.8889,0.0119453924914471,0.1851749999999999,0.07405,51.76,73.64,Low,0.1485,0.0634,0.0184,0.1458,0.1435,0.0209,0.9326,25.5431
Lash Factor Studio,Tucson,AZ,77,4.58,87.01,0.1169,0.1299,0.026,0.1299,0.1558,0.0909,0.89499999977625,0.8701000000000001,0.0972696245732128,0.1233749999999999,0.0779499999999999,51.75,73.58,Medium,0.0432,-0.066,0.0444,0.1276,0.1512,0.0007,0.9926,23.6631
Vogue Nails of Sugar Valley,Nashville,TN,20,4.6,85.0,0.05,0.4,0.05,0.15,0.05,0.4,0.8999999997749999,0.85,0.0,0.225,0.1,51.75,73.58,Low,-0.0237,0.2041,0.0684,0.1477,0.0454,0.3098,1.0126,21.6531
Arviv Medical Aesthetics,Tampa,FL,39,4.38,82.05,0.359,0.4359,0.1538,0.0769,0.2821,0.2308,0.84499999978875,0.8205,0.0324232081910709,0.3269499999999999,0.11535,51.73,73.47,Low,0.2853,0.24,0.1722,0.0746,0.2775,0.1406,0.7926,18.7031
South Meadows Dental Orthodontics,Reno,NV,25,4.28,76.0,0.36,0.64,0.08,0.04,0.24,0.48,0.819999999795,0.76,0.0085324232081765,0.43,0.06,51.73,73.47,Low,0.2863,0.4441,0.0984,0.0377,0.2354,0.3898,0.6926,12.6531
Professional Urgent Care Services,St. Petersburg,FL,32,4.19,81.25,0.5,0.6562,0.0312,0.2188,0.0938,0.4375,0.7974999998006251,0.8125,0.0204778156996237,0.421875,0.125,51.73,73.47,Low,0.4263,0.4603,0.0496,0.2165,0.0892,0.3473,0.6026,17.9031
"Florida Dental Implants & Oral Surgery - Barry C Levine, DMD",Tampa,FL,21,4.43,85.71,0.1905,0.381,-0.0476,0.1905,0.2381,0.2857,0.857499999785625,0.8571,0.0017064846416353,0.273825,0.09525,51.7,73.36,Low,0.1168,0.1851,-0.0292,0.1882,0.2335,0.1955,0.8426,22.3631
Casa Bella Salon and Spa,Meridian,ID,52,4.56,88.46,0.0385,0.2885,0.0962,0.0962,0.1346,0.1346,0.8899999997774999,0.8845999999999999,0.05460750853233,0.14905,0.0962,51.65,73.25,Medium,-0.0352,0.0926,0.1146,0.0939,0.13,0.0444,0.9726,25.1131
Fishtown Nails Bar Cafe,Philadelphia,PA,84,4.45,85.71,0.0952,0.4643,0.1905,0.1071,0.0357,0.2381,0.8624999997843751,0.8571,0.10921501706466,0.2083249999999999,0.1488,51.62,73.21,Medium,0.0215,0.2684,0.2089,0.1048,0.0311,0.1479,0.8626,22.3631
Orthodontic Partners,Reno,NV,21,4.29,80.95,0.3333,0.619,0.0952,0.1905,0.2857,0.381,0.822499999794375,0.8095,0.0017064846416353,0.40475,0.14285,51.6,73.17,Low,0.2596,0.4231,0.1136,0.1882,0.2811,0.2908,0.7026,17.6031
Nayak Plastic Surgery,Saint Louis,MO,32,4.44,84.38,0.4062,0.4688,0.1562,0.1562,0.3125,0.0,0.8599999997850001,0.8438,0.0204778156996237,0.296875,0.1562,51.58,73.12,Low,0.3325,0.2729,0.1746,0.1539,0.3079,-0.0902,0.8526,21.0331
"David A Tecosky, DMD",Philadelphia,PA,21,4.38,85.71,0.0,0.5238,0.0,-0.0952,0.1905,0.2381,0.84499999978875,0.8571,0.0017064846416353,0.2381,0.0,51.57,73.06,Low,-0.0737,0.3279,0.0184,-0.0975,0.1859,0.1479,0.7926,22.3631
skinspa,Saint Louis,MO,28,4.54,85.71,0.25,0.3571,0.1786,0.1429,0.1786,0.2143,0.88499999977875,0.8571,0.0136518771330825,0.25,0.16075,51.57,73.06,Low,0.1763,0.1612,0.197,0.1406,0.174,0.1241,0.9526,22.3631
Lakeside Massage Spa,Metairie,LA,34,4.65,94.12,0.0294,0.2647,0.1765,0.2059,0.0588,0.0882,0.9124999997718752,0.9412,0.0238907849828943,0.110275,0.1911999999999999,51.56,72.99,Low,-0.0443,0.0688,0.1949,0.2036,0.0542,-0.002,1.0626,30.7731
Sunny Massage,Nashville,TN,75,4.45,86.67,0.1067,0.4,0.1867,0.1333,0.0,0.3333,0.8624999997843751,0.8667,0.0938566552899422,0.21,0.16,51.55,72.95,Medium,0.033,0.2041,0.2051,0.131,-0.0046,0.2431,0.8626,23.3231
LaserOne MedSpa,Tucson,AZ,39,4.44,84.62,0.4615,0.3846,0.2051,0.1026,0.1795,0.1026,0.8599999997850001,0.8462000000000001,0.0324232081910709,0.28205,0.15385,51.54,72.9,Low,0.3878,0.1887,0.2235,0.1003,0.1749,0.0124,0.8526,21.2731
Amrita Yoga & Wellness,Philadelphia,PA,104,4.5,84.62,0.0192,0.25,0.1154,0.1346,0.1058,0.2692,0.87499999978125,0.8462000000000001,0.1433447098973663,0.16105,0.125,51.53,72.86,High,-0.0545,0.0541,0.1338,0.1323,0.1012,0.179,0.9126,21.2731
Tao Massage Spa,Clearwater,FL,57,4.6,89.47,0.0351,0.2105,0.1228,0.0526,0.0526,0.1053,0.8999999997749999,0.8946999999999999,0.0631399317405065,0.1008749999999999,0.0877,51.46,72.77,Medium,-0.0386,0.0146,0.1412,0.0503,0.048,0.0151,1.0126,26.1231
Venus Med Spa,Tampa,FL,49,4.51,85.71,0.2245,0.3265,0.1837,-0.0204,0.1837,0.0408,0.877499999780625,0.8571,0.049488054607424,0.193875,0.09185,51.45,72.73,Medium,0.1508,0.1306,0.2021,-0.0227,0.1791,-0.0494,0.9226,22.3631
Signature Urgent Care,Saint Petersburg,FL,60,4.27,80.0,0.4167,0.5667,0.1,0.1167,0.0667,0.3333,0.8174999997956249,0.8,0.0682593856654125,0.34585,0.10835,51.38,72.62,Medium,0.343,0.3708,0.1184,0.1144,0.0621,0.2431,0.6826,16.6531
Dentists On Washington,Philadelphia,PA,45,4.4,82.22,0.2667,0.4667,0.5111,0.1556,0.3556,0.5111,0.8499999997875001,0.8222,0.0426621160408828,0.4000249999999999,0.33335,51.36,72.47,Medium,0.193,0.2708,0.5295,0.1533,0.351,0.4209,0.8126,18.8731
The Beauty Collective by Injection Gal,Reno,NV,29,4.55,86.21,0.2759,0.2414,0.1034,0.1724,0.2069,0.1379,0.887499999778125,0.8621,0.0153583617747178,0.215525,0.1379,51.34,72.41,Low,0.2022,0.0455,0.1218,0.1701,0.2023,0.0477,0.9626,22.8631
Royal Foot Spa,Fishers,IN,53,4.45,92.45,0.0755,0.1887,0.1509,0.0943,0.0189,0.2642,0.8624999997843751,0.9245,0.0563139931739653,0.136825,0.1226,51.34,72.41,Medium,0.0018,-0.0072,0.1693,0.092,0.0143,0.174,0.8626,29.1031
National Eye & Ear of Tucson,Tucson,AZ,23,4.35,82.61,0.4348,0.4783,0.2174,0.0435,0.2609,0.1739,0.837499999790625,0.8261,0.0051194539249059,0.3369749999999999,0.13045,51.29,72.32,Low,0.3611,0.2824,0.2358,0.0412,0.2563,0.0837,0.7626,19.2631
Warby Parker,Tampa,FL,32,4.59,90.62,0.0938,0.5625,0.2812,0.3125,0.1562,0.0625,0.897499999775625,0.9062,0.0204778156996237,0.21875,0.29685,51.29,72.32,Low,0.0201,0.3666,0.2996,0.3102,0.1516,-0.0277,1.0026,27.2731
Bronze de beaut,Reno,NV,36,4.67,91.67,0.0,0.2222,0.0556,0.0833,-0.0278,0.0278,0.917499999770625,0.9167,0.027303754266165,0.05555,0.06945,51.27,72.25,Low,-0.0737,0.0263,0.074,0.081,-0.0324,-0.0624,1.0826,28.3231
Beyond Basic Massage,Tucson,AZ,34,4.53,91.18,0.0588,0.1471,0.0588,0.0294,0.0882,0.1176,0.8824999997793751,0.9118,0.0238907849828943,0.102925,0.0441,51.25,72.21,Low,-0.0149,-0.0488,0.0772,0.0271,0.0836,0.0274,0.9426,27.8331
Aurora Medical Spa,Des Peres,MO,40,4.38,85.0,0.25,0.375,0.0,0.075,0.25,0.025,0.84499999978875,0.85,0.0341296928327062,0.225,0.0375,51.24,72.17,Medium,0.1763,0.1791,0.0184,0.0727,0.2454,-0.0652,0.7926,21.6531
Camenzuli Dental Excellence,New Orleans,LA,39,4.33,82.05,0.2051,0.6667,0.2308,0.2051,0.1538,0.4615,0.8324999997918751,0.8205,0.0324232081910709,0.3717749999999999,0.21795,51.23,72.12,Low,0.1314,0.4708,0.2492,0.2028,0.1492,0.3713,0.7426,18.7031
ZenSpa,Santa Barbara,CA,26,4.5,88.46,0.3462,0.1154,0.0,0.0769,0.0,0.1538,0.87499999978125,0.8845999999999999,0.0102389078498118,0.15385,0.03845,51.21,72.08,Low,0.2725,-0.0805,0.0184,0.0746,-0.0046,0.0636,0.9126,25.1131
"Anjali Sahai, MD",Nashville,TN,21,4.33,80.95,0.4762,0.1905,-0.0476,0.0476,0.5238,0.0476,0.8324999997918751,0.8095,0.0017064846416353,0.309525,0.0238,51.19,72.04,Low,0.4025,-0.0054,-0.0292,0.0453,0.5192,-0.0426,0.7426,17.6031
Premier Dentistry of Philadelphia,Philadelphia,PA,24,4.17,79.17,0.25,0.5417,0.0,0.0417,0.2917,0.4583,0.792499999801875,0.7917000000000001,0.0068259385665412,0.3854249999999999,0.02085,51.17,71.97,Low,0.1763,0.3458,0.0184,0.0394,0.2871,0.3681,0.5826,15.8231
New Rose Spa,Cherry Hill,NJ,53,4.49,88.68,0.0189,0.3774,0.3396,0.0377,0.0377,0.3396,0.8724999997818751,0.8868,0.0563139931739653,0.1934,0.18865,51.17,71.97,Medium,-0.0548,0.1815,0.358,0.0354,0.0331,0.2494,0.9026,25.3331
North Hills Chiropractic,Reno,NV,22,4.45,86.36,0.2727,0.6364,0.0909,0.2727,0.0,0.1818,0.8624999997843751,0.8636,0.0034129692832706,0.272725,0.1818,51.15,71.88,Low,0.199,0.4405,0.1093,0.2704,-0.0046,0.0916,0.8626,23.0131
DaVinci Skin Care Center,King of Prussia,PA,28,4.46,85.71,0.2857,0.4286,0.1071,0.0714,0.1786,0.0,0.86499999978375,0.8571,0.0136518771330825,0.2232249999999999,0.08925,51.15,71.88,Low,0.212,0.2327,0.1255,0.0691,0.174,-0.0902,0.8726,22.3631
